adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[35, 80, 9648]",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",198.282,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,Knives Out,False,7.8,12213
False,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,"[28, 12, 35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",72.465,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,False,6.861,7116
False,/8eihUxjQsJ7WvGySkVMC0EwbPAD.jpg,"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",71.086,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,False,8.507,18073
False,/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,"[10751, 16, 12, 35, 14]",330457,en,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",63.683,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,2019-11-20,Frozen II,False,7.258,9614
False,/jTab4cf4X1dJJVS4F8UOGuesvPd.jpg,"[18, 35, 80]",540901,en,Hustlers,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,60.585,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,2019-09-12,Hustlers,False,6.479,2895
False,/eHz61dRrYZB16glXDttV0CnJf6j.jpg,"[10751, 12, 16, 35, 14]",301528,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",53.969,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.492,9677
False,/xwgBHC2FgoIrQitl8jZwXXdsR9u.jpg,"[35, 18, 53]",466272,en,Once Upon a Time... in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",52.583,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,2019-07-24,Once Upon a Time... in Hollywood,False,7.439,13276
False,/nJyAdKPnW15IAvC6sLBTE0lp6Dv.jpg,"[35, 16, 12, 10751, 14]",400157,en,Wonder Park,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",46.633,/8KomINZhIuJeB4oB7k7tkq8tmE.jpg,2019-03-13,Wonder Park,False,6.5,687
False,/oLma4sWjqlXVr0E3jpaXQCytuG9.jpg,"[12, 35, 14]",512200,en,Jumanji: The Next Level,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",45.44,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,2019-12-04,Jumanji: The Next Level,False,6.907,8531
False,/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,"[12, 16, 35, 10751]",412117,en,The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",44.598,/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,2019-05-24,The Secret Life of Pets 2,False,6.964,2998
False,/uCAy0n0WHTGU4d3LMJtE0fQxCej.jpg,"[10751, 16, 35, 14]",481084,en,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",43.699,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,2019-10-10,The Addams Family,False,6.607,2282
False,/3YDxwacSY2RT1JS62yeIZ7Jc9xi.jpg,"[14, 35, 18]",536869,en,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,41.175,/aCNch5FmzT2WaUcY44925owIZXY.jpg,2019-12-19,Cats,False,4.1,953
False,/sg5h0LzhJtkjOnXwT87OBVjB7qJ.jpg,"[35, 27]",535581,en,The Dead Don't Die,"In a small peaceful town, zombies suddenly rise to terrorize the town. Now three bespectacled police officers and a strange Scottish morgue expert must band together to defeat the undead.",41.107,/fgGzTEoNxptCRtEOpOPvIEdlxAq.jpg,2019-05-15,The Dead Don't Die,False,5.433,2474
False,/tHUzzVwshwidhQxZXj0WzAdKdto.jpg,"[10749, 35]",543540,en,The Perfect Date,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",40.191,/rrAYdezO3h1mjdYTaQyTXoj8IZ4.jpg,2019-04-12,The Perfect Date,False,6.457,3228
False,/1TPzecXAb5uCqmscA6WaQqKMmvV.jpg,[35],554596,es,No Manches Frida 2,"When seemingly reformed ex-con Zequi is about to marry the love of his life, the lovably nerdy Lucy, wedding day jitters turn into a full-blown fiasco and Lucy calls it off. Meanwhile, the school finds itself in deep trouble and the gang heads to the water to compete in the tournament of their lives. Once they're all seaside, Lucy runs into her high school sweetheart Mario, coach of the opposing squad and Zequi finds himself a rival in more than one competition. Now he has to pull out all the stops to wrangle in his rowdy kids, win Lucy back, and in case that wasn't enough, save the school from shutting down by leading Frida High to victory.",40.076,/rG7rDoTe1ZEa936eonDCkV76nkx.jpg,2019-03-15,No Manches Frida 2,False,7.965,863
False,/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg,"[10770, 16, 12, 35, 14, 10402]",537061,en,Steven Universe: The Movie,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",39.959,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,2019-10-07,Steven Universe: The Movie,False,8.2,772
False,/wsjcWHezujlzhBpED3KXq3JkxmB.jpg,"[878, 12, 28, 35]",531306,en,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",38.014,/yhzTeZU5OULn3ePGF58Rc5oIocZ.jpg,2019-05-24,Rim of the World,False,5.958,939
False,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg,"[28, 35, 14]",287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,34.133,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,Shazam!,False,7.01,9406
False,/lg6umZ6dzD39zyiYamktfvJCFzs.jpg,"[35, 27]",567609,en,Ready or Not,"When a young bride marries into a ridiculously rich and delightfully deranged family, her wedding night becomes her worst nightmare as she's forced to play a lethal game of hide-and-seek and must fight to stay alive.",33.876,/vOl6shtL0wknjaIs6JdKCpcHvg8.jpg,2019-08-21,Ready or Not,False,7.06,4335
False,/rHQ8jpCKBlD0Fv2Yz13gzRGmtsW.jpg,"[35, 27]",338967,en,Zombieland: Double Tap,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",33.24,/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,2019-10-09,Zombieland: Double Tap,False,6.938,5601
False,/kZhAFnyPDdQxHzlWZHzBZOgwFgk.jpg,[35],587272,es,Padre no hay más que uno,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",31.492,/tW6V8C81lzYuRy8yFe1dvvGhL4j.jpg,2019-08-02,Father There Is Only One,False,7.688,719
False,/uG1v9Hk1XKICd6IJChRR20mBh8i.jpg,"[16, 28, 12, 35, 10751]",431693,en,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",31.479,/30YacPAcxpNemhhwX0PVUl9pVA3.jpg,2019-12-04,Spies in Disguise,False,7.587,2766
False,/wqpTrmGiqMJ6onAq3zrBhfomIJl.jpg,"[16, 12, 35, 14]",532067,ja,映画 この素晴らしい世界に祝福を！紅伝説,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",31.312,/fv5BgcfkpWh3V6Pb1qVlXESBOdl.jpg,2019-08-30,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,False,8.094,538
False,/l98xxSREW3yM2hR0bVtDURSXtZR.jpg,"[28, 12, 35]",546110,zh,素人特工,"Extreme sport lover Zhou Feng got involved in an international illegal trade by accident. So he had to follow an international special agent Bruce to Budapest. Together with a crappy police officer Miao Yan, a non-professional scientist Ding Shan and an unemployed doctor LV, they became an amateur unit. In company with the senior agent Bruce, these four rookies started a fight with the terrorists that was both thrilling and hilarious.",31.262,/j3vWi7s6WqX66BU6O3wsjSZ4sIT.jpg,2019-07-12,The Rookies,False,5.3,39
False,/mpHUz9wz3C5MNWcVVHPYOJ6bbqi.jpg,"[10749, 35]",537739,en,Can You Keep a Secret?,"Emma Corrigan, a girl with a few secrets on a turbulent plane ride, thinks she’s about to die, Emma spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about Emma.",30.584,/7QtCOlHESPEYtFANmd4yLqsYKZ4.jpg,2019-09-13,Can You Keep a Secret?,False,6.4,893
False,/nN4Gs3vZAOJ1D6FRtrwbU9VGYwU.jpg,"[16, 14, 18, 10751, 35, 10749]",486589,en,Red Shoes and the Seven Dwarfs,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",30.574,/MBiKqTsouYqAACLYNDadsjhhC0.jpg,2019-07-25,Red Shoes and the Seven Dwarfs,False,7.723,1072
False,/pmVBOsh8TBvvtFKIo6QS5dE6tTs.jpg,"[35, 10749]",487297,en,What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",30.522,/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg,2019-02-08,What Men Want,False,6.179,1429
False,/kUfcfqHRuvuc1mVO3IESoR61c9w.jpg,"[16, 28, 14, 12, 35]",454640,en,The Angry Birds Movie 2,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",30.312,/fKk4bfnouKEY5iPzYDMcVmtgDEy.jpg,2019-08-02,The Angry Birds Movie 2,False,7.078,1670
False,/bXfAMcMZVxmaKDgobC900t1Ldjt.jpg,[35],531735,fr,Ibiza,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",27.647,/ml0RD4YEycTKAGiHuFyaMd96FYn.jpg,2019-07-03,Ibiza,False,5.197,322
False,/7xySmHLRPHy4SyfOLA50IcinewH.jpg,"[27, 35]",539364,en,Satanic Panic,A pizza delivery girl is suddenly in for the fight of her young life when encountering a group of Satanists in need of a virgin to ritually sacrifice.,27.42,/qnxAGrRwBynkQXCs4Dh6zpEVajN.jpg,2019-10-28,Satanic Panic,False,5.285,121
False,/6Rie2qP3R7DCnexj87XGaeCFb70.jpg,"[14, 35, 27]",538227,en,Extra Ordinary,A driving instructor must use her other-worldly gifts to save a lonely man’s daughter from a rock star looking to use her for Satanic purposes.,26.523,/z3IRiGKXx2eMhxtV8GktKwvWkhm.jpg,2019-09-13,Extra Ordinary,False,6.447,235
False,/ffxU0ZzyBflFnl1GVGklaLqCrbd.jpg,"[35, 18]",542828,fr,Deux fils,"Joseph and his two sons, Joachim and Ivan, form a close-knit family but fail to see that each one is losing control of his life. Joachim is supposed to be studying psychiatry but spends most of his time daydreaming about his ex-girlfriend, Ivan cannot fit in at school despite being very smart, and Joseph has secretly quit his job as a doctor and is trying to become a writer. While there is plenty of affection at home, all three are also, clumsily, searching for love...",26.128,/aLB9fVQnAv7fdVWzUVu5hRUnX6l.jpg,2019-02-13,Father & Sons,False,5.4,105
False,/vAb71fJoeb1ckzZomYnxRpDAPRY.jpg,"[18, 35]",534259,en,Blinded by the Light,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",25.43,/1KsKNrgs7D3zPh9FT9f6MD3ampH.jpg,2019-08-09,Blinded by the Light,False,6.9,564
False,/eFw5YSorHidsajLTayo1noueIxI.jpg,"[28, 35, 53]",509967,en,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",25.397,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,2019-12-10,6 Underground,False,6.341,4669
False,/1zgugDjeC24ip242hEETR9CaUar.jpg,"[35, 27]",576004,en,Porno,"When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",25.033,/1X6BxBlHqA8VdFrLwmeSiNSEpEB.jpg,2019-06-28,Porno,False,6.058,362
False,/vFrcOINNiY1eBjmIDhG0rR25hDZ.jpg,"[16, 35, 12, 10751]",533715,ru,Большое путешествие,"A goofy stork mistakenly delivers a baby panda to the wrong door. A bear, a moose, a tiger and a rabbit set on an arduous but fun-filled adventure through the wilderness to return the panda to its rightful home.",24.634,/31a41CbwpsG9jRrWifmte4nNJWe.jpg,2019-04-27,The Big Trip,False,7.014,69
False,/ku93ISxv4Ecm0itOozt2fTYuo4v.jpg,"[35, 10770]",532327,en,How High 2,"When two jobless friends discover a hidden weed bible and the ultimate bud, they think that they’ve got it made…with 'seed' money to start a new snack delivery app. But, when nearly all of their stash and weed bible are stolen, the two potpreneurs set off on an outrageous, mind-bending adventure through Atlanta to find them. Stoned with supernatural powers, they search 'high' and low, stopping at nothing to recover their ticket to starting a legit business.",24.553,/mvqY71MAVMgUHILMVCdp64ymxLw.jpg,2019-08-24,How High 2,False,6.423,97
False,/tLCDKsXo6D84IVFanoElosSEKdp.jpg,"[10751, 16, 12, 35]",431580,en,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",24.509,/20djTLqppfBx5WYA67Y300S6aPD.jpg,2019-09-19,Abominable,False,7.466,2012
False,/iyiLSQlJ6vbqEHdabO8wDF4aS1W.jpg,"[35, 53, 10402]",543343,en,Guava Island,"Deni Maroon, a musician and dock worker is determined to pull off a music festival against the interests of the local factory owner.",24.401,/oQ5OnvNNGUYOPh3iTjmqx6GPsdc.jpg,2019-04-13,Guava Island,False,6.71,319
False,/2SBStvzMSzScJjZE9uTn3vIgo7b.jpg,"[35, 878, 28]",479455,en,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",23.949,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,2019-06-12,Men in Black: International,False,5.916,4833
False,/61sbyO47yIpsMFyLhY1MWcqjg1Q.jpg,"[12, 35, 10751, 14]",499701,en,Dora and the Lost City of Gold,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",23.91,/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,2019-08-08,Dora and the Lost City of Gold,False,6.648,1689
False,/kLpPzSiNNfZPxe6oMgmW3iZUoJL.jpg,[35],542930,es,Lo nunca visto,"The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.",23.809,/aepBkIFxNYZaGZsRIzC1jw1rA15.jpg,2019-07-12,A Remarkable Tale,False,5.6,66
False,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg,"[28, 80, 53, 35]",438650,en,Cold Pursuit,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",23.659,/cO802woIgZsLbOWPUSsleobKyDp.jpg,2019-02-07,Cold Pursuit,False,5.82,2540
False,/t2Po4BVdG3UmlfOACo9US1zjumr.jpg,"[10749, 35]",531438,en,Holiday in the Wild,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",23.633,/kDXMzBpiUJld5zLnSqDmGln3XuM.jpg,2019-11-06,Holiday in the Wild,False,6.509,521
False,/aVz2iTRF9NxngTzHAR7C6qkjQHs.jpg,[35],544345,fr,Just a Gigolo,"How to live happy and rich without working? To be Gigolo. But after 25 years of living with Denise, Alex the ""gigolo"" gets fired without notice and finds himself on the street. Forced to move to his sister and his nephew of 10 years, he then has an obsession: find quickly a rich heiress.",22.692,/nAUQnJiio0mdPKkoBZAktq6qQyu.jpg,2019-04-17,Just a Gigolo,False,5.291,179
False,/mfvJQLVu7g3cYMOLmSVpSs3vIdL.jpg,[35],535092,de,Die Goldfische,"Oliver is a banker and portfolio manager and leads a life in the fast lane, which one day comes to an abrupt end, as he builds a self-inflicted accident on highway with 230 km / h and raced through a guardrail. When he wakes up in the hospital again, he faces a devastating diagnosis: paraplegia. Actually, a rehabilitation stay of several months is planned in the hospital, but Oliver soon falls on his head and ends up in a disabled shared flat with the name ""Die Goldfische""",22.659,/z6rK71CISUK3yIzAoAVcUFDRAVJ.jpg,2019-02-28,The Goldfish,False,6.363,95
False,/pNymG06uGwQqtcGoU0GEmBfLVWm.jpg,"[35, 18]",546261,it,L'ospite,"Dumped by his girlfriend and finding himself stranded on different couches at friends’ places, Guido tries to transform his drift into an opportunity for a new beginning.",22.476,/cOD4FYRwFRQpgZLJ70dDTbjFi9t.jpg,2019-07-10,The Guest,False,6.7,81
False,/axVvt8MjHF3RiMW4OSQS7dBNtJL.jpg,"[10402, 35, 18]",532620,fr,Let's Dance,"After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina.",22.088,/x38vQCzCpWZWlWJhSVPFWhmTadu.jpg,2019-03-27,Let's Dance,False,6.517,319
False,/nDJT0VcjMR39lGHDtR7vRUyCIsb.jpg,[35],531509,en,Otherhood,Three suburban moms travel to New York City to visit their sons.,22.022,/2qVErJgfMcg3TzfYcrbaXBcrXV9.jpg,2019-08-13,Otherhood,False,6.163,450
False,/s6awXOxTKYQLSktiIJfI3969dZH.jpg,"[35, 80]",449562,en,The Hustle,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",21.813,/qZniBGQRESLIfxw6GeZLZ2G1osa.jpg,2019-05-09,The Hustle,False,6.193,2456
False,/yOguxIfv8a7M50Psbjc5HcYSMYk.jpg,[35],532938,fr,Les Crevettes pailletées,"Matthias Le Goff, an Olympic champion at the end of his career, makes a homophobic statement on TV. His punishment: coach the Shiny Shrimps, a flamboyant and amateur gay water-polo team. They have only one thing in mind: to qualify for the Gay Games in Croatia where the hottest international LGBT athletes compete. It's the start of a bumpy and joyful ride - Faster, Higher, Stronger.",21.767,/9GCfcwTP3YDgOcSOAwoYEZDM7Ip.jpg,2019-05-08,The Shiny Shrimps,False,6.618,427
False,/zrlJRfjpMsn4FtwZsg9k7YW87gR.jpg,"[35, 10752, 18]",515001,en,Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",21.66,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,2019-10-18,Jojo Rabbit,False,8.023,9419
False,/a0xTB1vBxMGt6LGG4N7k1wO9lfL.jpg,"[28, 12, 35]",458897,en,Charlie's Angels,"Elena Houghlin is a scientist, engineer and inventor of Calisto -- a sustainable energy source that will revolutionize the way people use power. It will be ready as soon as she works out the last issue, if not it could be turned into a dangerous weapon. But when the cutting edge technology is pushed to an investor before she can do that, Elena turns to the Townsend Agency for help. Now, it's up to the Angels -- Jane, Sabina, and the newly recruited Elena -- to retrieve Calisto before it can be transformed into a weapon of mass destruction.",21.07,/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,2019-11-14,Charlie's Angels,False,6.436,2930
False,/wL8KA3zIJQPbbU5hJlyIdmmLZit.jpg,"[28, 35, 9648]",514999,en,Murder Mystery,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",20.961,/bSMSO9xupd4R4vwTPqigHn2quLN.jpg,2019-05-25,Murder Mystery,False,6.28,4382
False,/gPct0NXJjukOba0LS8E8UwpdQbR.jpg,"[16, 28, 35, 80, 9648]",540141,ja,劇場版シティーハンター ＜新宿プライベート・アイズ＞,"Ryo Saeba works the streets of Tokyo as the City Hunter. He's a ""sweeper"" and with his sidekick Kaori Makimura, he keeps the city clean. People hire the City Hunter to solve their dangerous problems, which he does with a Colt Python. When Ryo's not working on a case, he's working on getting the ladies, and Kaori must keep him in check with her trusty 10 kg hammer.",20.909,/9pq1KCvE8gry7QlKszWMgAA6weE.jpg,2019-02-08,City Hunter: Shinjuku Private Eyes,False,6.385,78
False,/ct2I74zKDrK1Ts2jJa9WixJrigg.jpg,"[35, 18]",440472,en,The Upside,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",20.854,/hPZ2caow1PCND6qnerfgn6RTXdm.jpg,2019-01-10,The Upside,False,7.1,1250
False,/f2op3OWTFCIMZreZjad0eJHsqZl.jpg,"[35, 10749]",532880,es,Solteras,A wannabe bride seeks professional help to find a husband and in the process finds herself.,20.363,/4xAcWQhSd5ANs9ipsXoac8yeW2p.jpg,2019-06-07,Ready to Mingle,False,6.8,139
False,/upM4qYUJH2lcjsNOxHULchUQnZc.jpg,"[16, 35]",532953,en,Purl,"Purl, an earnest ball of yarn, gets a job at a fast-paced, male-centered startup company. Things start to unravel as Purl tries to fit in with this tight-knit group, but she must ask herself how far is she willing to go to get the acceptance she yearns for and if, in the end, it is worth it.",20.331,/A8to7TlVMBwMuDgi2DJ9rVJsobE.jpg,2019-01-18,Purl,False,6.7,297
False,/8jCdOxVWbL0eQLRfV6CADuHFSZR.jpg,"[28, 35, 80]",532267,ja,ザ・ファブル,"The Fable is a legendary yakuza hitman equal to none—but his boss orders him and his sultry associate to lay low and learn how to live a ""normal life"" in Osaka.",20.143,/zILJ5Dzx1NTu2ATalKQrZgTi2mS.jpg,2019-06-21,The Fable,False,6.619,67
False,/2UcDOPaJjCTW0YrvyeMkAof5wub.jpg,"[27, 35]",633604,nl,Yummy,"A young couple travels to a shabby Eastern European hospital for plastic surgery. The young woman wants a breast reduction. Her mother comes along for yet another face-lift. Wandering through an abandoned ward the boyfriend stumbles upon a young woman, gagged and strapped to an operating table; she is the result of an experimental rejuvenation treatment. He frees her, but does not realize he just caused the outbreak of a virus that will change doctors, patients and his mother-in-law into bloodthirsty zombies.",19.994,/nRysfd4JdnPJx82ZYs8atFmSuVC.jpg,2019-12-13,Yummy,False,6.27,276
False,/cPZMjrWmuQa5h2FxoftAPA5YHDq.jpg,"[10749, 35, 18]",545567,en,Benjamin,"Benjamin, a rising star filmmaker, is on the brink of premiering his difficult second film ’No Self' at the London Film Festival when Billie, his hard drinking publicist, introduces him to a mesmeric French musician called Noah.",19.38,/gtcbJTGIGya6vRvSeIasRPGTaMC.jpg,2019-03-15,Benjamin,False,6.343,67
False,/aA0fyft9c8MsmFfH9HhTxemewGx.jpg,"[35, 27]",541099,en,DeadTectives,"A team of reality TV paranormal investigators go to Mexico's most haunted house in the pursuit of better ratings. However, when the true dark secrets of the mansion begin to reveal themselves, the hapless team quickly discover that this house is no hoax. With zero genuine ghost-hunting experience, they have to figure out how to stop the ghosts and escape the house with their lives.",19.051,/6DTcWoo8wWl2f2YPp21hfGAAD7O.jpg,2019-09-13,DeadTectives,False,6.04,75
False,/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,"[16, 10751, 12, 35, 14]",508965,en,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",18.92,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,Klaus,False,8.236,3956
False,/8YQNMRm5gPAtdj5CTqYjfbRI4Zw.jpg,"[35, 18, 10751, 10749]",542830,fr,Nous finirons ensemble,"The result of the small handkerchiefs ""Petits mouchoirs"", 7 years later. The band, which erupted, is found on the occasion of the anniversary surprise organized for Max.",18.822,/xS1863lQOAS3EkkEWkFENMI6bdY.jpg,2019-05-01,Little White Lies 2,False,6.663,689
False,/f5xCw22fOR6DgDRCpDFGkPbKbmY.jpg,"[14, 35, 28, 12]",560527,ko,내안의 그놈,"Dong-hyun is a high school student. One day, he falls from the rooftop and bumps into Pan-soo who is a passerby. Pan-soo is a member of a criminal organization. When the two men wake up in the hospital, they discover that they have switched bodies.",18.646,/3H97tUK5UmgOpjCh6Q7XZ4HW1cG.jpg,2019-01-09,The Dude in Me,False,7.82,133
False,/8wfPjfUgmGpqCIW6gS0pS0pixnA.jpg,"[35, 18, 10749]",625450,en,Tall Girl,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",18.458,/m0clsFEXidLVJ0TueqWOvvImOMh.jpg,2019-09-13,Tall Girl,False,6.326,1855
